32,  1.2707664755E-04,  2.6120206931E-04,  0.0303030303
64,  3.2397238283E-05,  6.6790830805E-05,  0.0153846154
128,  6.7600388044E-06,  1.4525808516E-05,  0.0077519380
256,  4.7602667982E-06,  9.9615940766E-06,  0.0038910506
